GRUPO_EDITORIAL_COMPLETO,TIPO_AGENTE,PAIS,ANO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
AIQUE GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
AIQUE GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2015,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
AIQUE GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
AIQUE GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
AIQUE GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
AIQUE GRUPO EDITOR S.A.,EDITORIAL COMERCIAL,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
AITUE CHILCAN EDICIONES,EDITORIAL COMERCIAL,ARGENTINA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
AJNA EDITORA,EDITORIAL COMERCIAL,BRASIL,2021,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
AJNA EDITORA,EDITORIAL COMERCIAL,BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,1.0
AJNA EDITORA,EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
AKANNI EDICIONES SPA,EDITORIAL COMERCIAL,CHILE,2020,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALAN TADEO CAMERA 27681284818,EDITORIAL COMERCIAL,BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
ALAN TADEO CAMERA 27681284818,EDITORIAL COMERCIAL,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2020,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2020,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2021,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2021,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2022,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2022,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2022,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2024,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2024,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2024,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2024,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2025,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2025,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,3.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2025,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2025,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
ALASTOR S.A.C.,EDITORIAL COMERCIAL,PERÚ,2025,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,15.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,6.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,4.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,5.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,12.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,080 - COLECCIONES GENERALES,10.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2016,080 - COLECCIONES GENERALES,5.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2017,810 - LITERATURA AMERICANA EN INGLÉS,7.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,2.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2018,810 - LITERATURA AMERICANA EN INGLÉS,4.0
ALAUDE EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2018,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
ALBANISA LUCIA DUMMAR PONTES-ME,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,11.0
ALBANISA LUCIA DUMMAR PONTES-ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,11.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2017,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2017,890 - LITERATURAS DE OTRAS LENGUAS,2.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2018,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2018,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2019,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2019,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2022,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2022,890 - LITERATURAS DE OTRAS LENGUAS,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2023,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2023,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2025,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2025,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2025,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
"ALBOREZ GARCIA,RICARDO",EDITORIAL COMERCIAL,MÉXICO,2025,890 - LITERATURAS DE OTRAS LENGUAS,3.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2021,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2021,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2022,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2022,870 - LITERATURAS LATINAS E ITALIANAS,1.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2023,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2023,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
ALBOROTO EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALCION EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
ALCION EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALCION EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALCION EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALCION EDITORA,EDITORIAL COMERCIAL,ARGENTINA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
ALDO DE AGUIAR EDITORA-ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALEJANDRO MAXIMO COLLIARD,EDITORIAL COMERCIAL,ARGENTINA,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
"ALEMANY ELOISE MITSUKO, MARIE ELEONARE",EDITORIAL COMERCIAL,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALETEA,EDITORIAL COMERCIAL,URUGUAY,2015,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALETEA,EDITORIAL COMERCIAL,URUGUAY,2016,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
ALETEA,EDITORIAL COMERCIAL,URUGUAY,2017,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALETHEYA E.I.R.L.,EDITORIAL COMERCIAL,PERÚ,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALETHEYA E.I.R.L.,EDITORIAL COMERCIAL,PERÚ,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ALETHEYA E.I.R.L.,EDITORIAL COMERCIAL,PERÚ,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALETRIA,EDITORIAL COMERCIAL,BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,21.0
ALEXA CULTURAL LTDA ME,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,8.0
ALEXANDRE MAGNOS DE BRITO 70693706368,EDITORIAL COMERCIAL,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
ALEXANDRE MAGNOS DE BRITO 70693706368,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
ALEXANDRE MAGNOS DE BRITO 70693706368,EDITORIAL COMERCIAL,BRASIL,2017,810 - LITERATURA AMERICANA EN INGLÉS,4.0
ALEXANDRE MAGNOS DE BRITO 70693706368,EDITORIAL COMERCIAL,BRASIL,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ALEXANDRE MAGNOS DE BRITO 70693706368,EDITORIAL COMERCIAL,BRASIL,2019,810 - LITERATURA AMERICANA EN INGLÉS,1.0
ALFABETA EDITORA LTDA.,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALFAGUARA,EDITORIAL COMERCIAL,REPÚBLICA DOMINICANA,2010,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALFAGUARA,EDITORIAL COMERCIAL,REPÚBLICA DOMINICANA,2011,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALFAGUARA,EDITORIAL COMERCIAL,REPÚBLICA DOMINICANA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALFAGUARA,EDITORIAL COMERCIAL,REPÚBLICA DOMINICANA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALFAOMEGA GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALFAOMEGA GRUPO EDITOR,EDITORIAL COMERCIAL,ARGENTINA,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALFAOMEGA GRUPO EDITOR,EDITORIAL COMERCIAL,MÉXICO,2017,890 - LITERATURAS DE OTRAS LENGUAS,5.0
ALFREDO BRAGA FURTADO,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALGOL EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,7.0
ALI CELESTINO COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,2.0
ALI CELESTINO COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALI CELESTINO COMUNICACAO E MARKETING LTDA,EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
"ALIAGA, CRISTIAN ALBERTO",EDITORIAL COMERCIAL,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
ALIANI OLMI LOBATO DE FREITAS SILVA - ME,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,2.0
ALIANI OLMI LOBATO DE FREITAS SILVA - ME,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2013,800 - LITERATURA Y RETÓRICA: GENERAL,34.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2014,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2014,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2018,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2020,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2021,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2022,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALIANZA DISTRIBUIDORA DE COLOMBIA LTDA.,EDITORIAL COMERCIAL,COLOMBIA,2024,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALIANZA EDITORIAL,EDITORIAL COMERCIAL,ARGENTINA,2012,810 - LITERATURA AMERICANA EN INGLÉS,1.0
ALIANZA EDITORIAL,EDITORIAL COMERCIAL,ARGENTINA,2012,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ALIANZA EDITORIAL,EDITORIAL COMERCIAL,ARGENTINA,2012,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
ALIANZA EDITORIAL,EDITORIAL COMERCIAL,ARGENTINA,2012,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALIANZA EDITORIAL,EDITORIAL COMERCIAL,ARGENTINA,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ALIANZA EDITORIAL,EDITORIAL COMERCIAL,ARGENTINA,2015,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
ALINE DO CARMO ROCHEDO,EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALINE DO CARMO ROCHEDO,EDITORIAL COMERCIAL,BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALIS EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
ALIS EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,4.0
ALL ART-ARTE TOTAL DE WILLIAM GUILLEN PADILLA,EDITORIAL COMERCIAL,PERÚ,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALL BOOKS LIVRARIA E EDITORA-EPP,EDITORIAL COMERCIAL,BRASIL,2013,800 - LITERATURA Y RETÓRICA: GENERAL,6.0
ALL IN ENGLISH TREINAMENTO EM INGLES LTDA - ME,EDITORIAL COMERCIAL,BRASIL,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2018,810 - LITERATURA AMERICANA EN INGLÉS,2.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,810 - LITERATURA AMERICANA EN INGLÉS,14.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2019,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2020,810 - LITERATURA AMERICANA EN INGLÉS,16.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2020,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",4.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2021,810 - LITERATURA AMERICANA EN INGLÉS,18.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2021,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2021,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2022,810 - LITERATURA AMERICANA EN INGLÉS,40.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2022,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2023,810 - LITERATURA AMERICANA EN INGLÉS,24.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,19.0
ALLBOOK EDITORA LTDA,EDITORIAL COMERCIAL,BRASIL,2024,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
ALLES TRADE EDITORA E COMERCIO EXTERIOR LTDA,EDITORIAL COMERCIAL,BRASIL,2010,SIN DATO,6.0
ALLES TRADE EDITORA E COMERCIO EXTERIOR LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,2.0
ALMADENA EDITORA PRODUCOES ARTISTICAS E CULTURAIS,EDITORIAL COMERCIAL,BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2018,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2020,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2021,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2022,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2022,820 - LITERATURA INGLESA E INGLESA ANTIGUA,4.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2023,890 - LITERATURAS DE OTRAS LENGUAS,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
ALMADIA EDICIONES,EDITORIAL COMERCIAL,MÉXICO,2025,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
ALMENARA EDITORIAL LTDA,EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,1.0
ALONSO CASTILLA CARLOS ANIBAL,EDITORIAL COMERCIAL,MÉXICO,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
